ID	population	project	sample_id	person_id	mean_depth	freemix	sex	mother	mother_sequenced_sample_id	mother_ibd	father	father_sequenced_sample_id	father_ibd	comment
SC_GMJOL5309941	GWJ	GGVP	SC_GMJOL5309941	156041507	10.04	0	male	158494485	SC_GMJOL5309957	0.005:0.968:0.027	162786576	SC_GMJOL5309949	0.004:0.980:0.015	NA
SC_GMJOL5309942	GWJ	GGVP	SC_GMJOL5309942	268700747	10.2	0	male	270401205	SC_GMJOL5309958	0.007:0.978:0.015	272163621	SC_GMJOL5309950	0.004:0.973:0.023	NA
SC_GMJOL5309943	GWJ	GGVP	SC_GMJOL5309943	328990897	9.81	0.003	female	329165975	SC_GMJOL5309959	0.013:0.971:0.016	330051457	SC_GMJOL5309951	0.009:0.978:0.014	NA
SC_GMJOL5309944	GWJ	GGVP	SC_GMJOL5309944	442415638	10.2	0.00012	male	446023814	SC_GMJOL5309960	0.008:0.967:0.026	446200880	SC_GMJOL5309952	0.005:0.966:0.029	NA
SC_GMJOL5309945	GWJ	GGVP	SC_GMJOL5309945	523102268	11.77	0.0024	male	526533968	SC_GMJOL5309961	0.004:0.927:0.070	531251091	SC_GMJOL5309953	0.004:0.951:0.045	NA
SC_GMJOL5309948	GWJ	GGVP	SC_GMJOL5309948	493091644	10.47	0.0014	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309949	GWJ	GGVP	SC_GMJOL5309949	162786576	10.04	0.00013	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309950	GWJ	GGVP	SC_GMJOL5309950	272163621	8.48	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309951	GWJ	GGVP	SC_GMJOL5309951	330051457	8.2	0.0026	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309952	GWJ	GGVP	SC_GMJOL5309952	446200880	11.1	0.0017	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309953	GWJ	GGVP	SC_GMJOL5309953	531251091	9.88	0.0015	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309956	GWJ	GGVP	SC_GMJOL5309956	495896104	9.39	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309957	GWJ	GGVP	SC_GMJOL5309957	158494485	10.7	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309958	GWJ	GGVP	SC_GMJOL5309958	270401205	9.15	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309959	GWJ	GGVP	SC_GMJOL5309959	329165975	7.75	0.0016	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309960	GWJ	GGVP	SC_GMJOL5309960	446023814	10.35	0.00038	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309961	GWJ	GGVP	SC_GMJOL5309961	526533968	11.71	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309963	GWJ	GGVP	SC_GMJOL5309963	439200972	9.31	5.7e-05	male	446880080	SC_GMJOL5309979	0.007:0.967:0.026	440798187	SC_GMJOL5309971	0.004:0.980:0.016	NA
SC_GMJOL5309964	GWJ	GGVP	SC_GMJOL5309964	103594101	9.87	0.12	female	NA	NA	NA	105976615	SC_GMJOL5309972	0.108:0.880:0.013	NA
SC_GMJOL5309965	GWJ	GGVP	SC_GMJOL5309965	164006553	8.85	0.00017	female	164951977	SC_GMJOL5309981	0.005:0.976:0.020	165179775	SC_GMJOL5309973	0.008:0.970:0.022	NA
SC_GMJOL5309966	GWJ	GGVP	SC_GMJOL5309966	280579824	9.54	0	female	281645122	SC_GMJOL5309982	0.005:0.978:0.017	286751998	SC_GMJOL5309974	0.003:0.981:0.016	NA
SC_GMJOL5309967	GWJ	GGVP	SC_GMJOL5309967	330966760	9.57	7.9e-05	male	334964916	SC_GMJOL5309983	0.005:0.982:0.013	335984189	SC_GMJOL5309975	0.005:0.981:0.014	NA
SC_GMJOL5309968	GWJ	GGVP	SC_GMJOL5309968	489790078	12.47	0.0001	male	490648289	SC_GMJOL5309984	0.002:0.981:0.017	491505585	SC_GMJOL5309976	0.003:0.981:0.016	NA
SC_GMJOL5309969	GWJ	GGVP	SC_GMJOL5309969	531493967	7.5	0	female	533642317	SC_GMJOL5309985	0.008:0.976:0.016	535723520	SC_GMJOL5309977	0.008:0.975:0.017	NA
SC_GMJOL5309971	GWJ	GGVP	SC_GMJOL5309971	440798187	15.13	0.002	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309972	GWJ	GGVP	SC_GMJOL5309972	105976615	12.38	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309973	GWJ	GGVP	SC_GMJOL5309973	165179775	10.67	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309974	GWJ	GGVP	SC_GMJOL5309974	286751998	11.43	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309975	GWJ	GGVP	SC_GMJOL5309975	335984189	12.07	0.015	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309976	GWJ	GGVP	SC_GMJOL5309976	491505585	12.78	3.3e-05	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309977	GWJ	GGVP	SC_GMJOL5309977	535723520	10.03	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309979	GWJ	GGVP	SC_GMJOL5309979	446880080	12.93	0.00015	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309980	GWJ	GGVP	SC_GMJOL5309980	104973943	11.59	0.1	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309981	GWJ	GGVP	SC_GMJOL5309981	164951977	11.35	0.00022	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309982	GWJ	GGVP	SC_GMJOL5309982	281645122	11.04	0.00031	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309983	GWJ	GGVP	SC_GMJOL5309983	334964916	11.05	0.00022	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309984	GWJ	GGVP	SC_GMJOL5309984	490648289	14.1	0.00082	female	NA	NA	NA	NA	NA	NA	NA
SC_GMJOL5309985	GWJ	GGVP	SC_GMJOL5309985	533642317	11.83	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482162	GWD	GGVP	SC_GMMAN5482162	100249147	11.97	0	male	106955415	SC_GMMAN5482170	0.003:0.980:0.017	108211533	SC_GMMAN5482178	0.002:0.981:0.017	NA
SC_GMMAN5482163	GWD	GGVP	SC_GMMAN5482163	136065885	13.25	0.0015	male	138160012	SC_GMMAN5482171	0.004:0.983:0.014	139061854	SC_GMMAN5482241	0.003:0.989:0.009	NA
SC_GMMAN5482164	GWD	GGVP	SC_GMMAN5482164	152873547	11.04	0.002	female	154438178	SC_GMMAN5482172	0.002:0.983:0.014	157458283	SC_GMMAN5482180	0.005:0.979:0.016	NA
SC_GMMAN5482165	GWD	GGVP	SC_GMMAN5482165	173434416	13.62	0.00045	female	176683279	SC_GMMAN5482173	0.002:0.989:0.008	177420894	SC_GMMAN5482181	0.002:0.976:0.021	NA
SC_GMMAN5482168	GWD	GGVP	SC_GMMAN5482168	244907995	11.96	0	female	249147652	SC_GMMAN5482176	0.002:0.987:0.010	249486751	SC_GMMAN5482184	0.004:0.986:0.010	NA
SC_GMMAN5482169	GWD	GGVP	SC_GMMAN5482169	273008183	12	0.00091	female	273457516	SC_GMMAN5482177	0.004:0.984:0.012	275162336	SC_GMMAN5482185	0.005:0.985:0.010	NA
SC_GMMAN5482170	GWD	GGVP	SC_GMMAN5482170	106955415	13.29	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482171	GWD	GGVP	SC_GMMAN5482171	138160012	12.61	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482172	GWD	GGVP	SC_GMMAN5482172	154438178	10.8	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482173	GWD	GGVP	SC_GMMAN5482173	176683279	10.45	0.0003	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482176	GWD	GGVP	SC_GMMAN5482176	249147652	11.46	0.00013	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482177	GWD	GGVP	SC_GMMAN5482177	273457516	12.79	0.0016	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482178	GWD	GGVP	SC_GMMAN5482178	108211533	13.07	0.00037	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482180	GWD	GGVP	SC_GMMAN5482180	157458283	12.44	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482181	GWD	GGVP	SC_GMMAN5482181	177420894	11.66	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482184	GWD	GGVP	SC_GMMAN5482184	249486751	9.85	1.4e-06	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482185	GWD	GGVP	SC_GMMAN5482185	275162336	9.97	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482186	GWD	GGVP	SC_GMMAN5482186	108699039	7.39	0	female	109075409	SC_GMMAN5482194	0.005:0.974:0.020	109908991	SC_GMMAN5482202	0.007:0.983:0.009	NA
SC_GMMAN5482187	GWD	GGVP	SC_GMMAN5482187	139708554	6.47	0.0016	male	140903033	SC_GMMAN5482195	0.009:0.980:0.012	145543707	SC_GMMAN5482203	0.008:0.975:0.016	NA
SC_GMMAN5482189	GWD	GGVP	SC_GMMAN5482189	179265875	10.38	0.00022	female	180665072	SC_GMMAN5482197	0.009:0.974:0.018	183437044	SC_GMMAN5482205	0.006:0.983:0.011	NA
SC_GMMAN5482191	GWD	GGVP	SC_GMMAN5482191	223192549	9.6	0.002	male	227217900	SC_GMMAN5482199	0.005:0.982:0.013	229042587	SC_GMMAN5482207	0.004:0.988:0.008	NA
SC_GMMAN5482192	GWD	GGVP	SC_GMMAN5482192	250807822	9.94	0.0012	female	253152667	SC_GMMAN5482200	0.004:0.988:0.007	254362045	SC_GMMAN5482208	0.005:0.983:0.012	NA
SC_GMMAN5482193	GWD	GGVP	SC_GMMAN5482193	275242305	8.7	0	female	277178166	SC_GMMAN5482201	0.007:0.976:0.018	278731768	SC_GMMAN5482209	0.008:0.982:0.010	NA
SC_GMMAN5482194	GWD	GGVP	SC_GMMAN5482194	109075409	10.42	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482195	GWD	GGVP	SC_GMMAN5482195	140903033	9.75	0.00017	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482197	GWD	GGVP	SC_GMMAN5482197	180665072	8.91	0.00051	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482199	GWD	GGVP	SC_GMMAN5482199	227217900	9.83	0.0054	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482200	GWD	GGVP	SC_GMMAN5482200	253152667	11.3	0.00049	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482201	GWD	GGVP	SC_GMMAN5482201	277178166	8.02	0.0028	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482202	GWD	GGVP	SC_GMMAN5482202	109908991	10.88	0.0023	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482203	GWD	GGVP	SC_GMMAN5482203	145543707	8.04	0.00041	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482205	GWD	GGVP	SC_GMMAN5482205	183437044	9.83	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482207	GWD	GGVP	SC_GMMAN5482207	229042587	12.38	0.00038	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482208	GWD	GGVP	SC_GMMAN5482208	254362045	12.22	0.0016	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482209	GWD	GGVP	SC_GMMAN5482209	278731768	7.46	0.0091	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482211	GWD	GGVP	SC_GMMAN5482211	146996805	8.24	0.00021	male	148818709	SC_GMMAN5482219	0.008:0.976:0.016	149891172	SC_GMMAN5482227	0.009:0.978:0.013	NA
SC_GMMAN5482212	GWD	GGVP	SC_GMMAN5482212	163613730	10.47	0.0023	female	164685012	SC_GMMAN5482220	0.005:0.973:0.022	165762623	SC_GMMAN5482228	0.006:0.974:0.020	NA
SC_GMMAN5482213	GWD	GGVP	SC_GMMAN5482213	185200811	9.35	0.00013	female	185798347	SC_GMMAN5482221	0.003:0.978:0.020	188710704	SC_GMMAN5482229	0.006:0.984:0.010	NA
SC_GMMAN5482215	GWD	GGVP	SC_GMMAN5482215	231044801	7.52	0.0026	female	237512812	SC_GMMAN5482223	0.009:0.978:0.013	237940407	SC_GMMAN5482231	0.006:0.984:0.010	NA
SC_GMMAN5482216	GWD	GGVP	SC_GMMAN5482216	258503988	10.08	0.0028	male	266253617	SC_GMMAN5482224	0.005:0.982:0.013	266997630	SC_GMMAN5482232	0.003:0.982:0.015	NA
SC_GMMAN5482217	GWD	GGVP	SC_GMMAN5482217	279109146	13.98	0	female	279393850	SC_GMMAN5482225	0.002:0.984:0.014	280060876	SC_GMMAN5482233	0.003:0.986:0.011	NA
SC_GMMAN5482219	GWD	GGVP	SC_GMMAN5482219	148818709	14.13	0.0021	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482220	GWD	GGVP	SC_GMMAN5482220	164685012	9.63	0.00085	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482221	GWD	GGVP	SC_GMMAN5482221	185798347	14.06	0.0032	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482223	GWD	GGVP	SC_GMMAN5482223	237512812	11.66	0.0051	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482224	GWD	GGVP	SC_GMMAN5482224	266253617	10.69	0.0011	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482225	GWD	GGVP	SC_GMMAN5482225	279393850	11.19	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482227	GWD	GGVP	SC_GMMAN5482227	149891172	8.48	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482228	GWD	GGVP	SC_GMMAN5482228	165762623	12.92	0.0018	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482229	GWD	GGVP	SC_GMMAN5482229	188710704	9.91	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482231	GWD	GGVP	SC_GMMAN5482231	237940407	10.8	0.0058	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482232	GWD	GGVP	SC_GMMAN5482232	266997630	12.99	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482233	GWD	GGVP	SC_GMMAN5482233	280060876	12.06	0.0013	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482234	GWD	GGVP	SC_GMMAN5482234	127653819	11.12	0.00058	male	127935401	SC_GMMAN5482242	0.003:0.984:0.013	134934421	SC_GMMAN5482250	0.006:0.986:0.008	NA
SC_GMMAN5482235	GWD	GGVP	SC_GMMAN5482235	150502247	12.09	0	female	152615450	SC_GMMAN5482243	0.004:0.983:0.013	152741991	SC_GMMAN5482251	0.005:0.957:0.038	NA
SC_GMMAN5482236	GWD	GGVP	SC_GMMAN5482236	168415124	10.51	0.00042	male	169586037	SC_GMMAN5482244	0.004:0.983:0.013	170137270	SC_GMMAN5482252	0.004:0.982:0.014	NA
SC_GMMAN5482239	GWD	GGVP	SC_GMMAN5482239	239336062	12.13	4.9e-05	male	240664009	SC_GMMAN5482247	0.003:0.981:0.016	241105491	SC_GMMAN5482255	0.003:0.967:0.031	NA
SC_GMMAN5482240	GWD	GGVP	SC_GMMAN5482240	268620877	13.92	0.00058	male	269429270	SC_GMMAN5482248	0.004:0.983:0.013	270256765	SC_GMMAN5482256	0.003:0.976:0.021	NA
SC_GMMAN5482241	GWD	GGVP	SC_GMMAN5482241	139061854	11.57	0.0018	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482242	GWD	GGVP	SC_GMMAN5482242	127935401	8.82	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482243	GWD	GGVP	SC_GMMAN5482243	152615450	10.62	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482244	GWD	GGVP	SC_GMMAN5482244	169586037	12.1	0.00091	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482247	GWD	GGVP	SC_GMMAN5482247	240664009	8.63	0.00011	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482248	GWD	GGVP	SC_GMMAN5482248	269429270	12.4	0.0014	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482250	GWD	GGVP	SC_GMMAN5482250	134934421	14	0.00048	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482251	GWD	GGVP	SC_GMMAN5482251	152741991	8.6	0.019	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482252	GWD	GGVP	SC_GMMAN5482252	170137270	14.01	0.0044	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482255	GWD	GGVP	SC_GMMAN5482255	241105491	11.87	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482256	GWD	GGVP	SC_GMMAN5482256	270256765	11.67	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482258	GWD	GGVP	SC_GMMAN5482258	282049945	12.12	0.0017	female	282117471	SC_GMMAN5482266	0.002:0.984:0.014	282240454	SC_GMMAN5482274	0.003:0.976:0.021	NA
SC_GMMAN5482260	GWD	GGVP	SC_GMMAN5482260	332389885	10.6	0.00011	male	335127024	SC_GMMAN5482268	0.004:0.984:0.012	335937835	SC_GMMAN5482276	0.003:0.972:0.025	NA
SC_GMMAN5482266	GWD	GGVP	SC_GMMAN5482266	282117471	12.92	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482268	GWD	GGVP	SC_GMMAN5482268	335127024	11.67	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482274	GWD	GGVP	SC_GMMAN5482274	282240454	10.32	0.0018	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482276	GWD	GGVP	SC_GMMAN5482276	335937835	12.58	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482282	GWD	GGVP	SC_GMMAN5482282	284311567	11.52	0.00039	male	288586065	SC_GMMAN5482290	0.005:0.984:0.011	289884837	SC_GMMAN5482298	0.003:0.985:0.012	NA
SC_GMMAN5482283	GWD	GGVP	SC_GMMAN5482283	304460428	8.47	0	female	309608826	SC_GMMAN5482291	0.006:0.984:0.010	310658051	SC_GMMAN5482299	0.008:0.980:0.012	NA
SC_GMMAN5482284	GWD	GGVP	SC_GMMAN5482284	338289493	9.34	0.0034	female	339039594	SC_GMMAN5482292	0.003:0.986:0.012	339095153	SC_GMMAN5482300	0.007:0.980:0.012	NA
SC_GMMAN5482285	GWD	GGVP	SC_GMMAN5482285	365342155	8.62	0.00096	female	367242769	SC_GMMAN5482293	0.007:0.973:0.020	367569256	SC_GMMAN5482301	0.006:0.983:0.011	NA
SC_GMMAN5482290	GWD	GGVP	SC_GMMAN5482290	288586065	10.78	0.0024	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482291	GWD	GGVP	SC_GMMAN5482291	309608826	9.49	0.0013	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482292	GWD	GGVP	SC_GMMAN5482292	339039594	12.48	4e-05	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482293	GWD	GGVP	SC_GMMAN5482293	367242769	12.01	0.00092	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482298	GWD	GGVP	SC_GMMAN5482298	289884837	11.64	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482299	GWD	GGVP	SC_GMMAN5482299	310658051	12.01	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482300	GWD	GGVP	SC_GMMAN5482300	339095153	9.03	0.0015	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482301	GWD	GGVP	SC_GMMAN5482301	367569256	10.67	0.00015	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482306	GWD	GGVP	SC_GMMAN5482306	290598822	9.82	0	male	290993669	SC_GMMAN5482314	0.004:0.983:0.014	291119178	SC_GMMAN5482322	0.011:0.981:0.009	NA
SC_GMMAN5482307	GWD	GGVP	SC_GMMAN5482307	317151260	7.01	0.008	male	320240749	SC_GMMAN5482315	0.012:0.978:0.010	321454033	SC_GMMAN5482323	0.008:0.985:0.007	NA
SC_GMMAN5482308	GWD	GGVP	SC_GMMAN5482308	343033669	11.22	0.0015	female	346924847	SC_GMMAN5482316	0.005:0.979:0.015	348380030	SC_GMMAN5482324	0.005:0.983:0.012	NA
SC_GMMAN5482309	GWD	GGVP	SC_GMMAN5482309	373907103	9.16	0.00021	male	375990279	NA	NA	376529856	NA	NA	NA
SC_GMMAN5482314	GWD	GGVP	SC_GMMAN5482314	290993669	10.79	0.0012	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482315	GWD	GGVP	SC_GMMAN5482315	320240749	9.06	0.00034	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482316	GWD	GGVP	SC_GMMAN5482316	346924847	8.45	0.00082	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482322	GWD	GGVP	SC_GMMAN5482322	291119178	6.67	0.0049	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482323	GWD	GGVP	SC_GMMAN5482323	321454033	10.9	0.00077	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482324	GWD	GGVP	SC_GMMAN5482324	348380030	13.28	0.003	male	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482332	GWD	GGVP	SC_GMMAN5482332	350092975	10.13	0.0011	male	351239705	SC_GMMAN5482340	0.005:0.964:0.031	352268474	SC_GMMAN5482348	0.005:0.972:0.024	NA
SC_GMMAN5482340	GWD	GGVP	SC_GMMAN5482340	351239705	11.79	0.0012	female	NA	NA	NA	NA	NA	NA	NA
SC_GMMAN5482348	GWD	GGVP	SC_GMMAN5482348	352268474	12.03	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428705	GWW	GGVP	SC_GMWOF5428705	510253854	11.54	0.00058	male	513559022	SC_GMWOF5428713	0.006:0.981:0.013	522362489	SC_GMWOF5428721	0.008:0.978:0.015	NA
SC_GMWOF5428707	GWW	GGVP	SC_GMWOF5428707	163015151	12.8	0	female	165673310	SC_GMWOF5428715	0.005:0.965:0.030	168305628	SC_GMWOF5428723	0.002:0.984:0.014	NA
SC_GMWOF5428708	GWW	GGVP	SC_GMWOF5428708	222579650	10.75	0	male	224204805	SC_GMWOF5428716	0.006:0.947:0.047	229809191	SC_GMWOF5428724	0.007:0.966:0.027	NA
SC_GMWOF5428713	GWW	GGVP	SC_GMWOF5428713	513559022	10.93	0.00024	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428715	GWW	GGVP	SC_GMWOF5428715	165673310	11.62	0.00034	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428716	GWW	GGVP	SC_GMWOF5428716	224204805	11.4	0.0085	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428721	GWW	GGVP	SC_GMWOF5428721	522362489	12.44	5.1e-05	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428723	GWW	GGVP	SC_GMWOF5428723	168305628	11.88	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428724	GWW	GGVP	SC_GMWOF5428724	229809191	10.4	0.0013	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428728	GWW	GGVP	SC_GMWOF5428728	472557748	11.24	0.00072	male	477240015	SC_GMWOF5428744	0.004:0.983:0.013	475625370	SC_GMWOF5428736	0.038:0.960:0.002	NA
SC_GMWOF5428729	GWW	GGVP	SC_GMWOF5428729	528129643	12.99	0	female	530168619	SC_GMWOF5428737	0.003:0.983:0.013	531993950	SC_GMWOF5428745	0.004:0.982:0.014	NA
SC_GMWOF5428731	GWW	GGVP	SC_GMWOF5428731	169210963	10.73	0.0048	male	171102878	SC_GMWOF5428739	0.004:0.987:0.009	186955575	SC_GMWOF5428747	0.007:0.969:0.025	NA
SC_GMWOF5428732	GWW	GGVP	SC_GMWOF5428732	233207845	10.33	0	male	235953027	SC_GMWOF5428740	0.005:0.955:0.040	238661713	SC_GMWOF5428748	0.003:0.970:0.027	NA
SC_GMWOF5428736	GWW	GGVP	SC_GMWOF5428736	475625370	8.17	0.11	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428737	GWW	GGVP	SC_GMWOF5428737	530168619	13.31	0.00013	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428739	GWW	GGVP	SC_GMWOF5428739	171102878	9.97	0.0079	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428740	GWW	GGVP	SC_GMWOF5428740	235953027	10.81	0.0061	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428744	GWW	GGVP	SC_GMWOF5428744	477240015	11.85	0.00026	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428745	GWW	GGVP	SC_GMWOF5428745	531993950	9	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428747	GWW	GGVP	SC_GMWOF5428747	186955575	14.49	0.00042	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428748	GWW	GGVP	SC_GMWOF5428748	238661713	13.47	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428762	GWW	GGVP	SC_GMWOF5428762	141949702	11.91	0.00022	male	147305863	SC_GMWOF5428770	0.004:0.966:0.030	154173941	SC_GMWOF5428778	0.003:0.989:0.008	NA
SC_GMWOF5428763	GWW	GGVP	SC_GMWOF5428763	189658284	11.57	0.001	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428770	GWW	GGVP	SC_GMWOF5428770	147305863	12.21	0.0011	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428771	GWW	GGVP	SC_GMWOF5428771	195035626	4.54	0.00018	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428778	GWW	GGVP	SC_GMWOF5428778	154173941	12.87	0.00059	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428786	GWW	GGVP	SC_GMWOF5428786	103204308	10.97	0.00018	male	103336874	SC_GMWOF5428794	0.003:0.979:0.017	107162946	SC_GMWOF5428802	0.003:0.988:0.010	NA
SC_GMWOF5428787	GWW	GGVP	SC_GMWOF5428787	138118829	12.08	0	male	138909903	SC_GMWOF5428795	0.002:0.904:0.093	140258979	SC_GMWOF5428803	0.002:0.941:0.057	NA
SC_GMWOF5428788	GWW	GGVP	SC_GMWOF5428788	169676390	9.09	4.1e-05	male	176582096	SC_GMWOF5428796	0.004:0.985:0.012	183021422	SC_GMWOF5428804	0.004:0.982:0.014	NA
SC_GMWOF5428789	GWW	GGVP	SC_GMWOF5428789	210873105	10.86	0.0012	male	211058733	SC_GMWOF5428797	0.006:0.979:0.015	214660877	SC_GMWOF5428805	0.002:0.988:0.010	NA
SC_GMWOF5428790	GWW	GGVP	SC_GMWOF5428790	269978177	12.65	0	female	273055768	SC_GMWOF5428798	0.004:0.981:0.015	277401051	SC_GMWOF5428806	0.002:0.974:0.024	NA
SC_GMWOF5428792	GWW	GGVP	SC_GMWOF5428792	340169879	9.91	0	female	342599865	SC_GMWOF5428800	0.005:0.980:0.015	342976036	SC_GMWOF5428808	0.011:0.969:0.020	NA
SC_GMWOF5428794	GWW	GGVP	SC_GMWOF5428794	103336874	11.47	0	female	NA	NA	NA	NA	NA	NA	NA
